Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,target
13.95,2,0.064,1,160.54,1987,0,1,2,4023.29
9.96,0,0.077,4,109.14,1998,2,2,1,2069.01
13.06,0,0.038,3,131.62,2009,1,1,3,3230.3
12.86,0,0.036,13,159.84,2009,1,1,3,3761.53
7.76,0,0.076,13,172.81,2009,1,1,3,2875.96
13.4,2,0.126,2,151.84,2009,1,1,3,3720.6
12.51,1,0.009,8,191.31,1999,1,0,0,4325.9
16.63,2,0.064,13,149.33,1999,1,0,0,4400.14
13.49,2,0.023,6,115.81,2009,1,1,3,3004.21
11.38,1,0.093,8,185.3,2009,1,1,3,3948.29
18.27,2,0.016,12,175.18,1999,1,0,0,5297.86
9.83,2,0.029,5,132.52,2009,1,1,3,2518.96
8.5,0,0.076,4,106.98,1998,2,2,1,1695.56
8.51,3,0.013,0,89.51,1998,2,2,1,1339.29
11.29,0,0.015,3,147.64,2009,1,1,3,3157.74
11.96,2,0.066,0,179.92,2009,1,1,3,3968.8
16.09,0,0.015,13,186.55,1999,1,0,0,5037.97
12.74,0,0.04,4,136.22,2009,1,1,3,3252.74
13.21,0,0.057,4,177.62,1999,1,0,0,4206.09
12.96,1,0.074,9,182.71,1999,1,0,0,4253.52
15.52,2,0.071,0,188.27,1987,0,1,2,4944.48
12.4,0,0.043,1,117.52,2009,1,1,3,2792.75
11.18,0,0.066,10,168.5,2009,1,1,3,3560.4
9.86,0,0.107,6,130.28,1987,0,1,2,2480.27
13.96,0,0.081,6,171.96,1999,1,0,0,4259.95
14.31,2,0.083,4,165.0,1998,2,2,1,850.93
12.08,2,0.115,6,105.97,1987,0,1,2,2484.53
9.44,0,0.033,5,104.08,1998,2,2,1,1847.37
10.76,2,0.086,14,172.34,2009,1,1,3,3544.2
17.19,0,0.077,13,175.17,1999,1,0,0,5054.71
8.26,2,0.072,3,98.37,1998,2,2,1,1465.74
12.67,0,0.028,0,130.97,2009,1,1,3,3127.82
15.57,2,0.149,13,223.53,1999,1,0,0,5676.98
13.17,0,0.021,4,158.1,2009,1,1,3,3796.18
12.32,2,0.053,5,173.75,2009,1,1,3,3924.54
12.94,1,0.065,9,131.53,2009,1,1,3,3200.75
13.06,0,0.087,6,167.6,2009,1,1,3,3966.89
13.97,0,0.012,0,189.11,1987,0,1,2,4612.44
11.85,0,0.007,0,123.29,2009,1,1,3,2785.75
14.1,2,0.063,10,172.18,1999,1,0,0,4295.68
14.67,0,0.055,10,132.25,2009,1,1,3,3605.79
11.9,2,0.028,3,126.28,2009,1,1,3,2858.71
13.89,0,0.027,5,190.39,1987,0,1,2,4619.19
10.53,0,0.007,5,137.05,2009,1,1,3,2769.18
13.48,3,0.076,10,101.66,2009,1,1,3,2711.06
10.56,2,0.019,14,139.76,2009,1,1,3,2832.45
7.85,0,0.017,14,78.26,1998,2,2,1,960.36
14.65,0,0.027,6,127.99,2009,1,1,3,3514.11
14.24,1,0.007,9,184.21,1987,0,1,2,4572.42
11.76,1,0.077,11,202.96,1999,1,0,0,4395.51
15.92,2,0.055,4,182.36,1999,1,0,0,4913.69
11.27,0,0.023,14,132.92,2009,1,1,3,2852.84
11.43,1,0.138,8,142.91,2009,1,1,3,3093.58
12.35,0,0.036,0,113.9,2009,1,1,3,2707.63
18.37,0,0.05,4,169.17,1999,1,0,0,5198.89
6.37,0,0.085,5,64.71,1998,2,2,1,350.0
9.92,0,0.124,3,103.85,1998,2,2,1,1953.02
11.47,2,0.032,14,126.04,2009,1,1,3,2757.49
15.83,1,0.027,8,192.62,1999,1,0,0,5104.78
11.2,2,0.067,5,131.66,2009,1,1,3,2811.4
13.67,0,0.069,3,136.91,2009,1,1,3,3476.08
15.68,1,0.032,9,137.97,2009,1,1,3,3951.56
10.93,2,0.049,13,136.0,2009,1,1,3,2837.42
11.32,0,0.014,10,93.11,1998,2,2,1,2049.75
13.3,0,0.13,4,150.3,2009,1,1,3,3665.93
16.23,0,0.009,13,181.37,1999,1,0,0,4965.15
15.61,0,0.086,14,145.66,1987,0,1,2,4092.55
15.24,0,0.216,13,210.13,1999,1,0,0,5329.85
9.02,0,0.131,13,180.59,2009,1,1,3,3319.43
8.35,0,0.186,14,136.48,1998,2,2,1,2264.65
11.69,0,0.011,0,143.12,2009,1,1,3,3156.38
12.27,0,0.161,0,117.37,2009,1,1,3,2760.15
10.82,2,0.136,6,140.1,2009,1,1,3,2897.96
17.02,0,0.103,0,150.19,1987,0,1,2,4504.74
11.99,0,0.143,4,147.08,2009,1,1,3,3304.45
11.68,2,0.01,4,125.88,2009,1,1,3,2801.49
12.65,0,0.015,4,194.72,1999,1,0,0,4428.06
12.72,0,0.04,4,146.46,2009,1,1,3,3456.49
13.58,0,0.09,4,144.98,2009,1,1,3,3620.13
14.88,2,0.056,13,144.87,2009,1,1,3,3911.89
10.11,2,0.094,10,135.27,2009,1,1,3,2638.8
13.03,0,0.035,1,138.47,2009,1,1,3,3364.35
15.13,0,0.062,7,171.98,1987,0,1,2,4523.53
9.57,0,0.072,4,148.56,2009,1,1,3,2788.17
10.26,2,0.067,3,100.04,1998,2,2,1,1951.21
9.68,0,0.053,13,116.01,1998,2,2,1,2147.12
10.75,0,0.034,4,146.66,2009,1,1,3,3015.65
18.76,0,0.035,10,238.81,1999,1,0,0,6711.59
9.92,2,0.033,3,129.55,1987,0,1,2,2477.23
15.58,2,0.009,3,164.39,1999,1,0,0,4469.76
12.91,0,0.049,4,172.4,1987,0,1,2,4029.86
9.04,0,0.208,0,137.25,1987,0,1,2,2436.48
12.0,2,0.044,13,165.38,2009,1,1,3,3681.32
9.97,0,0.14,13,136.87,2009,1,1,3,2639.91
15.33,1,0.136,9,137.86,2009,1,1,3,3871.23
13.35,0,0.137,1,153.74,2009,1,1,3,3748.06
8.72,0,0.08,3,100.94,1998,2,2,1,1621.05
14.8,0,0.169,5,146.0,2009,1,1,3,3918.17
14.43,0,0.076,13,137.97,2009,1,1,3,3669.6
13.91,0,0.154,10,172.36,1999,1,0,0,4255.98
11.29,0,0.157,14,82.62,1998,2,2,1,1827.09
11.43,2,0.05,4,149.27,2009,1,1,3,3223.49
13.23,0,0.072,0,131.62,2009,1,1,3,2986.38
16.02,2,0.052,0,175.4,1987,0,1,2,4795.5
16.33,2,0.175,5,188.46,1999,1,0,0,5133.16
11.47,2,0.026,0,117.64,2009,1,1,3,2584.59
11.17,2,0.085,10,166.17,2009,1,1,3,3509.94
11.33,0,0.026,4,105.6,1987,0,1,2,2306.16
13.35,1,0.085,11,229.03,1999,1,0,0,5287.61
9.13,2,0.046,6,129.36,1999,1,0,0,6695.03
15.36,0,0.015,14,145.29,1987,0,1,2,4030.44
12.97,1,0.047,8,170.23,2009,1,1,3,5299.43
10.47,1,0.014,9,138.12,2009,1,1,3,2778.17
13.47,1,0.04,9,180.22,1999,1,0,0,4316.5
14.16,0,0.069,5,200.95,1987,0,1,2,4897.16
15.72,2,0.026,3,160.45,1999,1,0,0,4421.4
14.76,0,0.253,0,185.7,1987,0,1,2,3754.43
13.76,1,0.239,9,119.39,2009,1,1,3,3138.63
7.7,0,0.113,3,126.23,1987,0,1,2,3850.99
13.73,0,0.036,6,176.0,1999,1,0,0,4289.01
13.15,0,0.006,1,180.4,1999,1,0,0,4247.72
11.77,2,0.076,3,150.59,2009,1,1,3,3327.04
11.53,0,0.282,6,154.23,2009,1,1,3,3347.58
18.18,0,0.124,4,195.61,1999,1,0,0,5697.18
12.9,0,0.079,13,180.82,1999,1,0,0,4201.05
16.18,2,0.073,12,207.06,1999,1,0,0,5478.01
9.27,0,0.06,6,105.33,1998,2,2,1,1835.94
11.96,0,0.028,6,163.06,2009,1,1,3,3624.67
14.41,0,0.068,6,162.72,1987,0,1,2,4171.67
16.11,2,0.102,5,169.5,1987,0,1,2,4693.52
16.46,0,0.112,2,192.12,1999,1,0,0,5235.57
12.78,0,0.188,3,160.99,2009,1,1,3,3766.79
10.53,0,0.085,14,120.15,1987,0,1,2,2423.82
10.01,2,0.147,6,105.73,1987,0,1,2,3368.59
14.75,0,0.013,10,155.04,1987,0,1,2,4091.21
12.28,1,0.054,8,163.85,2009,1,1,3,3713.11
13.01,0,0.126,13,125.3,2009,1,1,3,3088.8
14.01,0,0.158,6,194.58,1987,0,1,2,4732.96
13.11,0,0.035,4,152.92,2009,1,1,3,3676.04
13.13,2,0.01,13,97.63,2009,1,1,3,2549.66
15.74,0,0.057,5,170.68,1987,0,1,2,4634.7
11.49,0,0.023,5,148.49,2009,1,1,3,3219.96
12.48,0,0.026,3,123.16,2009,1,1,3,2925.81
16.24,0,0.039,0,169.19,1987,0,1,2,4717.81
9.83,0,0.045,10,126.07,1987,0,1,2,2385.45
15.0,0,0.024,13,164.2,1999,1,0,0,4336.16
8.53,0,0.018,5,125.75,1998,2,2,1,2085.45
11.32,0,0.145,5,102.08,1998,2,2,1,2232.2
10.25,0,0.061,14,79.44,1998,2,2,1,1527.43
12.48,2,0.017,13,183.36,1987,0,1,2,4156.4
10.96,2,0.08,0,124.72,2009,1,1,3,2615.11
10.23,1,0.053,9,142.02,2009,1,1,3,2803.7
13.25,0,0.184,3,168.65,1987,0,1,2,4029.59
11.89,2,0.022,13,156.09,2009,1,1,3,3467.25
10.77,0,0.119,6,118.0,1998,2,2,1,1197.03
12.04,0,0.026,10,137.59,2009,1,1,3,3121.33
13.24,2,0.089,10,163.78,2009,1,1,3,3929.4
15.61,1,0.057,9,187.24,1999,1,0,0,4944.29
14.4,0,0.126,4,147.1,2009,1,1,3,3850.14
12.49,2,0.131,5,164.39,2009,1,1,3,3772.02
14.26,2,0.087,7,147.37,2009,1,1,3,3823.3
11.52,1,0.043,9,110.57,1987,0,1,2,2451.61
13.32,2,0.007,13,204.53,1987,0,1,2,4780.97
13.7,1,0.023,8,157.33,2009,1,1,3,3900.47
14.3,1,0.037,9,121.43,2009,1,1,3,3300.95
13.45,1,0.109,8,169.56,1987,0,1,2,4094.82
14.11,2,0.044,13,160.03,1987,0,1,2,4048.68
13.49,0,0.022,14,151.62,2009,1,1,3,3735.53
12.49,0,0.07,15,198.29,1999,1,0,0,4464.74
10.7,0,0.057,5,107.73,1998,2,2,1,2208.37
13.08,0,0.082,6,149.55,2009,1,1,3,3602.08
14.69,0,0.019,4,172.11,1999,1,0,0,4427.11
11.37,2,0.015,13,138.45,2009,1,1,3,2987.88
11.73,0,0.015,3,168.33,2009,1,1,3,3680.91
10.88,0,0.098,6,128.34,2009,1,1,3,2671.14
14.18,2,0.03,13,224.33,1999,1,0,0,5380.13
17.69,0,0.028,4,194.89,1999,1,0,0,5570.9
11.83,0,0.052,5,160.11,2009,1,1,3,3535.8
17.17,1,0.058,8,205.48,1999,1,0,0,3401.23
13.26,2,0.038,13,145.98,2009,1,1,3,3568.88
13.26,2,0.133,0,135.14,2009,1,1,3,3347.84
11.67,1,0.026,8,164.09,2009,1,1,3,3581.03
10.66,2,0.026,6,112.37,1998,2,2,1,2293.74
13.32,2,0.019,13,155.02,2009,1,1,3,3766.5
13.39,2,0.028,5,188.49,1999,1,0,0,4469.12
12.05,2,0.167,3,161.38,2009,1,1,3,3610.28
12.21,1,0.048,8,124.59,2009,1,1,3,2894.65
15.68,0,0.041,5,191.79,1999,1,0,0,5053.88
13.9,0,0.079,14,185.16,1987,0,1,2,4515.95
10.57,1,0.047,9,84.62,1998,2,2,1,1705.82
12.16,0,0.024,14,139.22,2009,1,1,3,3181.12
12.97,1,0.012,9,184.88,1999,1,0,0,4300.31
14.18,0,0.041,4,132.29,2009,1,1,3,3497.19
14.85,0,0.085,3,126.54,2009,1,1,3,3530.47
12.64,0,0.155,13,133.48,2009,1,1,3,3174.12
15.36,1,0.073,8,206.63,1999,1,0,0,5283.68
16.22,2,0.023,13,228.38,1999,1,0,0,5923.05
17.41,2,0.085,13,179.33,1999,1,0,0,5189.13
9.36,1,0.025,8,104.17,1998,2,2,1,1831.4
8.86,2,0.015,13,126.89,1998,2,2,1,2183.5
10.1,0,0.035,5,157.43,2009,1,1,3,3089.69
13.83,2,0.025,3,181.0,1999,1,0,0,6774.43
9.16,0,0.142,5,117.08,1987,0,1,2,4364.15
16.43,1,0.128,8,158.69,1987,0,1,2,4546.04
9.2,0,0.054,4,84.21,1998,2,2,1,1387.57
13.33,0,0.024,14,153.99,2009,1,1,3,3748.59
12.87,2,0.069,3,155.34,2009,1,1,3,3671.84
10.87,1,0.058,8,140.9,2009,1,1,3,2924.92
10.7,0,0.068,13,169.33,2009,1,1,3,3467.96
15.3,0,0.027,1,172.01,1987,0,1,2,4562.92
16.37,0,0.099,3,200.2,1999,1,0,0,5381.92
13.09,2,0.022,7,197.75,1987,0,1,2,4590.15
12.65,0,0.098,14,150.6,2009,1,1,3,3525.06
15.81,0,0.073,0,169.81,1987,0,1,2,4633.08
12.53,0,0.006,7,150.84,2009,1,1,3,3503.29
17.34,2,0.113,13,201.25,1999,1,0,0,5622.06
14.42,0,0.088,7,164.84,1999,1,0,0,4217.94
12.92,1,0.053,8,164.32,2009,1,1,3,3868.24
8.02,2,0.021,10,138.84,1998,2,2,1,2238.36
10.01,0,0.107,3,157.42,2009,1,1,3,3068.89
15.56,0,0.173,4,179.53,1987,0,1,2,4774.57
8.99,1,0.066,8,83.37,1998,2,2,1,1323.01
15.15,0,0.035,6,147.73,1987,0,1,2,4032.27
9.36,0,0.124,13,116.16,1998,2,2,1,2078.15
13.27,2,0.061,5,142.68,2009,1,1,3,3502.67
14.35,0,0.038,5,175.22,1999,1,0,0,4413.22
14.48,0,0.108,6,114.8,2009,1,1,3,3206.01
9.34,1,0.019,9,143.34,2009,1,1,3,2628.63
14.57,1,0.043,8,156.26,1987,0,1,2,4075.42
10.41,2,0.073,5,148.34,2009,1,1,3,2973.15
12.55,2,0.029,6,151.83,2009,1,1,3,3528.94
14.5,0,0.021,1,228.92,1999,1,0,0,5546.73
14.15,2,0.025,13,196.25,1987,0,1,2,4798.89
15.11,0,0.046,4,188.96,1987,0,1,2,4867.31
14.14,0,0.047,5,167.85,1999,1,0,0,4215.07
12.8,0,0.083,7,163.35,2009,1,1,3,3819.71
12.35,0,0.028,4,183.26,1987,0,1,2,4126.84
14.94,0,0.035,5,147.75,2009,1,1,3,3985.22
9.55,0,0.127,4,121.5,1998,2,2,1,2228.55
12.11,0,0.126,2,165.01,2009,1,1,3,3697.5
11.36,0,0.103,4,111.23,1987,0,1,2,4986.34
11.8,0,0.148,6,142.53,2009,1,1,3,3168.0
11.64,0,0.096,5,162.23,2009,1,1,3,3536.31
10.11,0,0.026,7,118.72,1998,2,2,1,2299.63
15.44,2,0.031,1,184.62,1987,0,1,2,4851.79
12.96,0,0.034,6,179.75,1998,2,2,1,1892.93
10.95,1,0.019,9,125.62,2009,1,1,3,2631.54
12.63,2,0.046,3,110.82,2009,1,1,3,2706.22
14.98,0,0.022,5,142.36,2009,1,1,3,3883.67
13.62,1,0.011,8,174.75,1999,1,0,0,4238.13
13.29,0,0.081,6,187.52,1999,1,0,0,4425.34
7.26,0,0.054,6,128.93,1998,2,2,1,1175.03
11.55,2,0.083,5,199.36,1999,1,0,0,4274.08
11.53,0,0.12,1,142.41,2009,1,1,3,3106.01
17.91,0,0.028,1,171.88,1999,1,0,0,5149.46
15.68,2,0.118,5,162.72,1999,1,0,0,4459.37
12.95,0,0.021,4,145.95,2009,1,1,3,3497.6
10.9,0,0.039,6,126.73,2009,1,1,3,2641.45
11.04,2,0.046,6,147.61,2009,1,1,3,3101.02
13.63,0,0.012,6,163.98,1987,0,1,2,4020.88
12.89,0,0.086,6,149.01,2009,1,1,3,3547.81
16.22,0,0.019,12,162.84,1987,0,1,2,4582.53
11.54,2,0.127,5,82.63,1998,2,2,1,1883.82
12.9,0,0.097,6,162.02,2009,1,1,3,3815.72
10.45,0,0.061,1,120.13,1987,0,1,2,2404.11
11.23,1,0.054,8,109.87,1987,0,1,2,2371.84
15.24,2,0.026,0,120.93,2009,1,1,3,3503.84
16.34,1,0.139,8,205.83,1999,1,0,0,5489.47
10.82,0,0.013,14,93.37,1998,2,2,1,1942.06
14.08,0,0.142,4,160.08,1987,0,1,2,4043.53
12.95,1,0.046,11,146.97,2009,1,1,3,3518.55
14.15,2,0.016,6,172.04,1999,1,0,0,4303.18
14.99,2,0.051,13,163.35,1999,1,0,0,4314.99
10.16,1,0.054,8,111.96,1998,2,2,1,2173.27
9.61,2,0.118,13,154.62,2009,1,1,3,2921.65
8.57,1,0.067,9,98.22,1999,1,0,0,5626.52
12.61,2,0.093,14,131.79,2009,1,1,3,3131.08
14.28,1,0.052,8,141.72,2009,1,1,3,3713.11
11.35,1,0.033,8,130.24,2009,1,1,3,2815.65
12.77,0,0.052,13,148.67,2009,1,1,3,3512.39
13.52,0,0.019,5,137.98,2009,1,1,3,3463.59
11.24,2,0.068,13,128.89,2009,1,1,3,2763.2
11.69,1,0.047,8,159.77,2009,1,1,3,3495.4
10.98,0,0.122,14,107.51,1998,2,2,1,2266.26
12.09,0,0.152,5,130.63,2009,1,1,3,2990.29
11.87,0,0.113,10,180.96,2009,1,1,3,3969.51
9.48,0,0.133,4,150.23,2009,1,1,3,2801.96
7.39,0,0.013,6,119.24,1998,2,2,1,1695.67
12.19,2,0.038,4,125.9,2009,1,1,3,2916.66
15.66,0,0.085,3,182.96,1987,0,1,2,4867.98
11.65,1,0.036,8,153.05,2009,1,1,3,3350.85
11.91,0,0.041,6,94.69,1998,2,2,1,2214.4
17.06,1,0.041,8,144.67,1999,1,0,0,4400.84
14.47,2,0.01,3,146.03,2009,1,1,3,3844.46
12.1,0,0.085,0,155.02,2009,1,1,3,3491.13
12.35,0,0.054,14,161.07,2009,1,1,3,3672.24
11.99,0,0.004,6,114.18,2009,1,1,3,2630.49
11.59,0,0.085,3,135.1,2009,1,1,3,2968.4
16.0,0,0.031,5,205.47,1999,1,0,0,5404.94
12.07,0,0.015,14,151.64,2009,1,1,3,3415.8
12.46,0,0.011,14,144.98,2009,1,1,3,3366.74
15.11,0,0.063,5,188.83,1987,0,1,2,4864.38
10.72,2,0.113,0,158.26,2009,1,1,3,3247.04
15.72,0,0.076,13,103.46,2009,1,1,3,3253.99
11.78,0,0.027,3,128.7,2009,1,1,3,2879.9
13.68,0,0.042,5,129.32,2009,1,1,3,3322.1
13.96,0,0.097,7,162.71,1998,2,2,1,1849.95
12.17,0,0.053,5,120.79,2009,1,1,3,2807.19
15.68,1,0.015,9,158.82,1999,1,0,0,4378.72
15.05,0,0.076,13,168.99,1999,1,0,0,4443.71
15.5,2,0.025,12,135.61,2009,1,1,3,3862.64
11.73,2,0.071,3,132.08,2009,1,1,3,2938.0
14.87,2,0.014,10,132.95,2009,1,1,3,3666.74
17.11,2,0.049,14,176.42,1999,1,0,0,5062.32
14.04,2,0.142,6,144.73,2009,1,1,3,3719.09
12.07,0,0.047,14,145.62,2009,1,1,3,3292.15
13.62,0,0.021,6,168.33,1987,0,1,2,4107.78
12.29,0,0.109,5,127.14,2009,1,1,3,2965.09
12.27,2,0.022,7,127.72,2009,1,1,3,2970.89
12.29,2,0.093,14,143.37,2009,1,1,3,3295.36
16.34,0,0.035,0,160.16,1987,0,1,2,4556.14
12.75,2,0.038,13,114.56,2009,1,1,3,2811.88
12.22,1,0.047,9,176.08,2009,1,1,3,3950.99
10.03,0,0.064,0,100.21,1998,2,2,1,1902.55
9.66,0,0.017,5,124.61,1987,0,1,2,2317.04
11.34,2,0.03,6,196.92,1987,0,1,2,4178.27
11.11,2,0.105,13,134.32,2009,1,1,3,2845.55
15.93,0,0.041,5,149.16,1999,1,0,0,4237.1
12.14,2,0.047,6,132.51,2009,1,1,3,3041.1
11.19,0,0.028,6,166.97,2009,1,1,3,3530.56
13.73,1,0.047,9,147.0,2009,1,1,3,3695.97
11.81,1,0.104,9,150.43,2009,1,1,3,3332.07
14.85,2,0.013,13,195.45,1987,0,1,2,4939.56
11.42,2,0.015,5,125.11,2009,1,1,3,2727.01
13.37,1,0.09,11,181.22,1999,1,0,0,4315.16
9.63,1,0.091,8,104.7,1998,2,2,1,1903.02
11.98,0,0.014,13,166.73,2009,1,1,3,3703.68
12.76,2,0.092,3,151.17,2009,1,1,3,3562.29
10.99,2,0.015,5,145.42,2009,1,1,3,3044.69
12.14,2,0.125,6,165.59,2009,1,1,3,3717.79
13.03,1,0.017,8,142.37,2009,1,1,3,3444.15
12.13,2,0.033,14,140.19,2009,1,1,3,3194.27
12.57,0,0.038,3,127.32,2009,1,1,3,2681.04
14.35,0,0.013,4,176.79,1999,1,0,0,4445.84
9.75,2,0.073,5,144.78,2009,1,1,3,2751.86
14.61,2,0.014,13,157.95,1987,0,1,2,4118.49
10.11,1,0.031,9,135.36,2009,1,1,3,2640.81
7.93,0,0.012,6,119.38,1998,2,2,1,1819.35
11.53,0,0.037,6,159.86,2009,1,1,3,3462.27
16.35,0,0.112,10,185.71,1999,1,0,0,5081.14
11.32,1,0.04,8,113.33,1987,0,1,2,2463.39
11.36,0,0.087,14,160.71,2009,1,1,3,3441.72
11.33,2,0.036,7,156.12,2009,1,1,3,3341.22
9.71,1,0.015,9,152.0,2009,1,1,3,5213.57
10.78,0,0.053,6,193.54,2009,1,1,3,3981.89
12.92,2,0.088,14,116.99,2009,1,1,3,2899.03
11.93,0,0.102,1,109.5,2009,1,1,3,2522.31
14.88,2,0.061,3,166.43,1999,1,0,0,4354.64
13.82,2,0.016,3,161.04,1987,0,1,2,4002.95
12.29,2,0.059,5,162.33,2009,1,1,3,3683.78
12.23,2,0.024,13,137.52,2009,1,1,3,3164.11
13.97,1,0.105,9,160.54,1987,0,1,2,4028.41
9.1,2,0.055,5,139.96,2009,1,1,3,2506.57
11.57,0,0.035,5,161.47,2009,1,1,3,3502.95
11.18,0,0.018,14,113.14,1987,0,1,2,2426.78
18.74,0,0.034,4,184.15,1999,1,0,0,5589.63
9.02,0,0.073,5,108.16,1998,2,2,1,1835.96
13.52,0,0.024,4,169.29,1987,0,1,2,4104.04
14.2,0,0.018,10,146.52,2009,1,1,3,3792.48
15.2,1,0.076,9,156.48,1999,1,0,0,4222.1
13.45,2,0.045,5,153.59,2009,1,1,3,3768.47
12.76,0,0.041,3,133.96,2009,1,1,3,3209.97
15.43,0,0.123,13,162.17,1999,1,0,0,4390.43
13.36,0,0.053,0,122.97,2009,1,1,3,3119.98
13.24,0,0.085,1,153.86,2009,1,1,3,3725.29
11.37,0,0.014,13,191.25,1987,0,1,2,3727.97
11.7,0,0.028,5,114.71,1999,1,0,0,6027.07
15.54,1,0.066,9,151.37,1987,0,1,2,4194.92
11.55,2,0.054,14,148.92,2009,1,1,3,3241.91
14.38,0,0.025,4,184.71,1999,1,0,0,5020.24
12.39,0,0.029,4,141.6,2009,1,1,3,3282.17
12.28,0,0.021,6,143.51,2009,1,1,3,3297.26
6.78,0,0.11,4,125.21,1998,2,2,1,1679.7
10.39,2,0.021,13,103.17,1998,2,2,1,2044.81
15.07,0,0.014,6,176.85,1987,0,1,2,4610.46
12.93,0,0.025,4,168.67,2009,1,1,3,3958.54
11.25,0,0.073,5,112.68,1987,0,1,2,2433.8
10.7,1,0.062,8,149.39,2009,1,1,3,3060.5
11.32,3,0.026,13,134.97,2009,1,1,3,2904.99
9.52,2,0.125,14,145.51,2009,1,1,3,2714.62
13.61,2,0.081,3,162.05,2009,1,1,3,3976.96
13.01,0,0.077,3,168.09,2009,1,1,3,3964.78
17.56,0,0.139,0,164.32,1999,1,0,0,4915.25
14.65,2,0.019,14,162.2,1999,1,0,0,4215.81
10.71,0,0.126,5,165.94,2009,1,1,3,3400.82
11.09,0,0.123,13,80.12,1998,2,2,1,1730.86
9.89,0,0.049,10,111.6,1998,2,2,1,2104.16
13.39,0,0.026,5,140.99,2009,1,1,3,3495.48
13.89,1,0.123,9,124.96,2009,1,1,3,2805.93
9.24,1,0.03,9,128.9,1987,0,1,2,2311.73
11.38,0,0.021,4,140.64,2009,1,1,3,3034.9
11.17,2,0.039,6,176.59,2009,1,1,3,3722.47
11.93,2,0.04,13,123.32,2009,1,1,3,2804.14
9.44,0,0.016,1,125.39,1998,2,2,1,2284.59
9.65,2,0.085,6,68.65,1998,2,2,1,1170.43
14.98,0,0.098,1,133.58,2009,1,1,3,3704.74
14.43,0,0.012,5,147.86,2009,1,1,3,3871.21
13.02,1,0.014,9,167.91,2009,1,1,3,3962.72
10.01,0,0.051,4,120.13,1987,0,1,2,2306.75
8.72,2,0.098,5,152.5,2009,1,1,3,2675.68
4.28,0,0.037,4,79.65,1998,2,2,1,183.02
12.91,1,0.019,11,167.01,2009,1,1,3,3919.74
13.52,2,0.14,4,139.07,2009,1,1,3,3486.32
11.7,0,0.012,14,146.45,2009,1,1,3,3226.86
13.57,0,0.091,5,201.17,1998,2,2,1,2290.59
15.95,0,0.096,13,192.85,1999,1,0,0,5136.96
16.69,0,0.065,1,179.87,1999,1,0,0,5037.39
13.68,1,0.115,9,127.8,2009,1,1,3,3292.5
14.73,0,0.035,0,158.53,1987,0,1,2,4157.02
12.84,0,0.055,6,146.43,2009,1,1,3,3482.97
14.38,0,0.035,14,181.77,1987,0,1,2,4554.0
10.79,0,0.026,0,109.02,1998,2,2,1,2255.11
8.48,0,0.019,5,134.6,1998,2,2,1,2255.29
14.53,2,0.05,3,200.91,1999,1,0,0,5500.38
14.8,2,0.147,0,145.64,2009,1,1,3,3910.7
13.04,1,0.025,9,200.01,1987,0,1,2,3042.18
12.0,0,0.085,14,128.95,2009,1,1,3,2936.09
11.83,2,0.128,5,139.06,2009,1,1,3,3103.13
12.8,0,0.036,10,115.4,2009,1,1,3,2839.78
8.04,0,0.013,4,108.38,1998,2,2,1,1620.7
9.79,0,0.027,4,136.67,2009,1,1,3,2593.29
13.96,0,0.035,5,155.03,2009,1,1,3,3911.82
10.99,1,0.112,9,127.18,2009,1,1,3,2670.65
11.82,0,0.049,4,114.8,2009,1,1,3,2604.57
10.94,0,0.147,3,157.42,2009,1,1,3,3278.64
14.85,0,0.13,0,182.46,1987,0,1,2,4675.62
11.09,2,0.067,6,129.2,2009,1,1,3,2734.63
10.66,1,0.017,9,131.07,2009,1,1,3,2675.79
14.67,1,0.03,11,155.11,1987,0,1,2,4073.4
13.9,1,0.079,9,159.87,2009,1,1,3,3997.08
14.12,1,0.069,8,182.13,1987,0,1,2,4503.45
11.62,2,0.055,0,141.13,2009,1,1,3,3098.22
18.23,0,0.013,10,235.59,1999,1,0,0,6525.54
10.69,2,0.055,13,117.61,1987,0,1,2,2408.33
14.47,2,0.037,7,191.5,1987,0,1,2,4773.96
14.82,1,0.031,8,204.52,1999,1,0,0,5119.97
11.75,0,0.076,6,148.84,2009,1,1,3,3287.37
11.35,2,0.018,10,84.89,1998,2,2,1,1888.47
8.95,0,0.129,10,113.79,1998,2,2,1,1937.49
13.17,0,0.075,6,185.03,1999,1,0,0,4347.91
11.91,0,0.096,13,125.39,2009,1,1,3,2842.55
11.83,1,0.045,8,162.44,2009,1,1,3,3582.89
10.88,0,0.048,1,143.6,2009,1,1,3,2983.21
14.0,0,0.128,6,150.72,2009,1,1,3,3833.2
10.61,0,0.037,6,83.75,1998,2,2,1,1697.32
12.93,0,0.042,4,152.25,2009,1,1,3,3621.89
15.6,0,0.066,14,138.77,2009,1,1,3,3951.18
9.21,0,0.085,0,131.19,1987,0,1,2,2351.23
8.73,0,0.056,13,101.72,1998,2,2,1,1638.91
12.93,2,0.019,10,134.66,2009,1,1,3,3262.85
11.96,0,0.023,1,152.68,2009,1,1,3,3413.21
12.26,0,0.122,6,196.93,1999,1,0,0,4385.08
10.12,0,0.082,10,79.92,1987,0,1,2,3164.09
12.55,1,0.011,9,147.76,2009,1,1,3,3445.18
